,participant.code,decision_tuple,payoff_tuple,timeout_tuple,player.prolific_id,player.id_in_group,group.delta_value,opponent,group.id_in_subsession,session.code,group.game_payoff_betray,group.game_payoff_betrayed,group.game_payoff_both_defect,group.game_payoff_cooperate_cooperate
0,0005xhoh,"[[1, 1], [0, 1], [1, 1], [1, 1], [0, 1], [1, 0], [0, 1], [1, 0], [0, 1], [1, 0], [0, 0], [1, 0], [1, 0], [0, 1], [0, 0], [0, 1], [1, 1], [1, 0], [0, 1]]","[[20.0, 20.0], [24.0, 1.0], [20.0, 20.0], [20.0, 20.0], [24.0, 1.0], [1.0, 24.0], [24.0, 1.0], [1.0, 24.0], [24.0, 1.0], [1.0, 24.0], [17.0, 17.0], [1.0, 24.0], [1.0, 24.0], [24.0, 1.0], [17.0, 17.0], [24.0, 1.0], [20.0, 20.0], [1.0, 24.0], [24.0, 1.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",66a3a8220b2adfabcfd1f30f,2,0.95,p26xqnuv,28,j1p1ewuh,24.0,1.0,17.0,20.0
1,002pciur,"[[1, 0]]","[[7.0, 13.0]]","[[1, 0]]",68461bee0cd0b7c06a6dea2f,1,0.5,5zsh58s8,90,x7xmwjlv,13.0,7.0,11.0,12.0
2,00ewcpmu,"[[0, 1], [1, 1], [0, 0], [0, 0]]","[[23.0, 7.0], [19.0, 19.0], [13.0, 13.0], [13.0, 13.0]]","[[0, 0], [0, 0], [0, 0], [0, 0]]",60c6c9420b4d17c6a1fa8828,1,0.8,gk23d2yf,86,mhrqxct8,23.0,7.0,13.0,19.0
3,00iyg0ao,"[[1, 1]]","[[11.0, 11.0]]","[[0, 1]]",682ce7cc21daadcd656ce3f1,2,0.6,3mofbmh7,20,toh4jetx,12.0,2.0,3.0,11.0
4,00l8h80u,"[[1, 1], [1, 1], [0, 1], [0, 0]]","[[18.0, 18.0], [18.0, 18.0], [21.0, 6.0], [9.0, 9.0]]","[[0, 0], [0, 0], [0, 0], [0, 0]]",677e7a411cbcd54ed0c8f545,1,0.95,rxh0981d,31,ott20m29,21.0,6.0,9.0,18.0
5,00mac9tf,"[[1, 1]]","[[16.0, 16.0]]","[[1, 0]]",58ee956a575c01000180b080,1,0.5,ln7r2otp,78,03f1th4j,20.0,4.0,11.0,16.0
6,00rv4kzi,"[[1, 0], [1, 0], [0, 0], [0, 0], [1, 0], [0, 0]]","[[5.0, 24.0], [5.0, 24.0], [13.0, 13.0], [13.0, 13.0], [5.0, 24.0], [13.0, 13.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",6634e0e2300e0d377e2cf876,2,0.8,mfq8blii,19,4kwfwu02,24.0,5.0,13.0,18.0
7,012fc3dc,"[[1, 0], [0, 0], [0, 0]]","[[6.0, 25.0], [10.0, 10.0], [10.0, 10.0]]","[[0, 0], [1, 0], [1, 0]]",612adba08b8235b31539c704,2,0.75,moqxb3j0,8,gnnd2jq9,25.0,6.0,10.0,17.0
8,01746c4w,"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[[17.0, 17.0], [17.0, 17.0], [17.0, 17.0], [17.0, 17.0], [17.0, 17.0], [17.0, 17.0], [17.0, 17.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",6666fe99fb6aca03001cf5fb,2,0.65,mhtvca3a,96,c65i6qtb,23.0,7.0,14.0,17.0
9,019hytai,"[[1, 1], [1, 0]]","[[20.0, 20.0], [7.0, 24.0]]","[[0, 0], [0, 0]]",64ef4386a31700e2d88622c9,2,0.7,ciefty6o,9,xpdm6lij,24.0,7.0,13.0,20.0
10,01b41dq9,"[[1, 0]]","[[5.0, 25.0]]","[[0, 1]]",67fcf5dc1c789df535a17c14,1,0.7,q6w5exb0,58,0y60vrio,25.0,5.0,15.0,21.0
11,01gj6k48,"[[1, 1], [1, 1], [0, 1]]","[[22.0, 22.0], [22.0, 22.0], [23.0, 1.0]]","[[0, 0], [0, 0], [0, 0]]",682d9a2d1ba9cf754bdca668,2,0.7,nznp077x,88,bmqyeei1,23.0,1.0,6.0,22.0
12,01h4nfx7,"[[1, 0], [0, 0], [1, 0], [1, 0], [0, 0], [0, 0], [1, 0], [0, 0], [0, 0], [0, 0], [1, 0], [1, 0], [0, 0], [0, 0], [1, 0]]","[[2.0, 18.0], [5.0, 5.0], [2.0, 18.0], [2.0, 18.0], [5.0, 5.0], [5.0, 5.0], [2.0, 18.0], [5.0, 5.0], [5.0, 5.0], [5.0, 5.0], [2.0, 18.0], [2.0, 18.0], [5.0, 5.0], [5.0, 5.0], [2.0, 18.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",67503a9fa3fe1ae63963a69e,1,0.85,x5zm07pr,88,j4g2khn4,18.0,2.0,5.0,13.0
13,01kbav3p,"[[1, 0]]","[[2.0, 23.0]]","[[0, 1]]",58828d8beae1f900010574ba,2,0.75,3jya9tla,38,n4h4zv44,23.0,2.0,11.0,15.0
14,01ll24eo,"[[1, 0], [0, 1], [1, 1], [1, 1]]","[[4.0, 17.0], [17.0, 4.0], [15.0, 15.0], [15.0, 15.0]]","[[0, 1], [0, 0], [0, 0], [0, 0]]",651b1636aa3a38aef1a8fa5f,2,0.7,k9wt1a4s,36,hmde64sz,17.0,4.0,14.0,15.0
15,01qwm596,"[[0, 1], [1, 0], [0, 0], [0, 0], [0, 1], [0, 0]]","[[24.0, 2.0], [2.0, 24.0], [13.0, 13.0], [13.0, 13.0], [24.0, 2.0], [13.0, 13.0]]","[[0, 0], [1, 0], [1, 0], [1, 1], [0, 1], [1, 1]]",615b1ab789b14c9996251fb4,1,0.9,kvadpe77,108,0y60vrio,24.0,2.0,13.0,18.0
16,01swnxb6,"[[1, 1], [0, 0], [0, 0], [0, 1], [0, 1], [0, 0], [0, 0], [0, 0], [1, 0], [0, 0], [0, 0], [0, 0]]","[[16.0, 16.0], [12.0, 12.0], [12.0, 12.0], [20.0, 4.0], [20.0, 4.0], [12.0, 12.0], [12.0, 12.0], [12.0, 12.0], [4.0, 20.0], [12.0, 12.0], [12.0, 12.0], [12.0, 12.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",67f2b4d8dde42f1d7d500471,2,0.8,k45vbi0l,79,yy63torl,20.0,4.0,12.0,16.0
17,028jsrey,"[[1, 1], [1, 1], [1, 0], [0, 0], [0, 1], [0, 1], [0, 0], [0, 0], [0, 0]]","[[21.0, 21.0], [21.0, 21.0], [2.0, 25.0], [18.0, 18.0], [25.0, 2.0], [25.0, 2.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",6658d02b830a00e979619fb8,1,0.85,xi54bz9v,58,mhrqxct8,25.0,2.0,18.0,21.0
18,02bah6pq,"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[[21.0, 21.0], [21.0, 21.0], [21.0, 21.0], [21.0, 21.0], [21.0, 21.0]]","[[1, 0], [1, 0], [1, 0], [1, 0], [1, 0]]",683ed23cb46f0efe13e07221,2,0.75,s2ccffu6,100,9704j2nm,24.0,3.0,8.0,21.0
19,02cqqtsw,"[[1, 1], [1, 1]]","[[15.0, 15.0], [15.0, 15.0]]","[[0, 0], [0, 0]]",67c2e7b2821be870e6f00fbe,2,0.75,m5kjqml9,51,yy63torl,20.0,3.0,11.0,15.0
20,02kmho5t,"[[0, 1]]","[[24.0, 9.0]]","[[1, 0]]",5f97222fa31f2709bcd63373,2,0.9,dn7vet8u,59,0y60vrio,24.0,9.0,12.0,23.0
21,02m4owsf,"[[1, 1], [0, 1], [1, 0], [0, 1], [0, 1], [1, 0], [1, 1], [1, 1], [0, 0]]","[[21.0, 21.0], [23.0, 5.0], [5.0, 23.0], [23.0, 5.0], [23.0, 5.0], [5.0, 23.0], [21.0, 21.0], [21.0, 21.0], [12.0, 12.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",5f3edad9746e76182670cd0d,2,0.75,6cgsrset,64,rjcbwvo9,23.0,5.0,12.0,21.0
22,02nsvubt,"[[1, 1], [1, 1], [1, 1]]","[[10.0, 10.0], [10.0, 10.0], [10.0, 10.0]]","[[0, 0], [0, 0], [0, 0]]",659b99fcfe88c311aee00bed,1,0.55,vfwsjgdo,52,x5r4bgni,14.0,3.0,5.0,10.0
23,02t2xkr3,"[[1, 0], [1, 0]]","[[16.0, 24.0], [16.0, 24.0]]","[[0, 0], [0, 0]]",67e15fc02263d3251d67096f,2,0.85,pp3ry0jp,90,9704j2nm,24.0,16.0,20.0,21.0
24,02zl6s7b,"[[1, 1], [1, 1], [1, 1], [1, 1]]","[[24.0, 24.0], [24.0, 24.0], [24.0, 24.0], [24.0, 24.0]]","[[0, 0], [0, 0], [0, 0], [0, 0]]",6629658113ec221fd75635bb,2,0.7,sqnsfr7z,26,vvr3krta,25.0,20.0,23.0,24.0
25,035v4gc7,"[[0, 1]]","[[16.0, 10.0]]","[[0, 0]]",66a74321ea5222845be9857f,2,0.55,bko4yhl3,35,t1qg9dme,16.0,10.0,11.0,14.0
26,03al49ih,"[[0, 1], [1, 0]]","[[23.0, 1.0], [1.0, 23.0]]","[[1, 1], [1, 1]]",67e3279bef0273a1887e94fc,1,0.55,3l2o2kmv,124,0y60vrio,23.0,1.0,2.0,16.0
27,03dtao4n,"[[0, 0], [1, 0], [0, 1]]","[[14.0, 14.0], [6.0, 24.0], [24.0, 6.0]]","[[1, 0], [1, 0], [0, 0]]",67598693520337ab5a306d38,2,0.95,9pr6xccx,13,quehl3kl,24.0,6.0,14.0,19.0
28,03g6ghe0,"[[0, 1], [1, 1], [0, 1], [0, 0], [0, 0], [0, 1], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]","[[23.0, 7.0], [17.0, 17.0], [23.0, 7.0], [10.0, 10.0], [10.0, 10.0], [23.0, 7.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [7.0, 23.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [7.0, 23.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0], [10.0, 10.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",669bba2714caa691679bff24,2,0.95,xmazuxr6,87,tyc6us2m,23.0,7.0,10.0,17.0
29,03kbhyxc,"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[[23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [23.0, 23.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",673594215b1a0b92d5835525,1,0.95,dcec4fls,93,f4d843rc,25.0,9.0,11.0,23.0
30,03n7aan0,"[[0, 1], [0, 0], [1, 0], [1, 1], [1, 0], [0, 1]]","[[23.0, 2.0], [3.0, 3.0], [2.0, 23.0], [14.0, 14.0], [2.0, 23.0], [23.0, 2.0]]","[[0, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0]]",64491afdfd7c9850dbe34166,2,0.55,xl2ecc9j,46,ccj7dzyw,23.0,2.0,3.0,14.0
31,03vs9x44,"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[[20.0, 20.0], [20.0, 20.0], [20.0, 20.0], [20.0, 20.0], [20.0, 20.0], [20.0, 20.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",66197802de4cb7fdfc39ff7a,2,0.85,oyqoj3n6,3,hmde64sz,21.0,5.0,6.0,20.0
32,03xxesbl,"[[1, 1]]","[[9.0, 9.0]]","[[0, 0]]",586400dfec49b5000158fbea,1,0.8,m2xp0nte,25,ssgni3in,13.0,1.0,5.0,9.0
33,040pssbk,"[[1, 1], [1, 0]]","[[13.0, 13.0], [2.0, 20.0]]","[[0, 0], [0, 1]]",64badb09518eb5b219132eea,1,0.55,gxqv3403,21,fy05undv,20.0,2.0,3.0,13.0
34,048u9luo,"[[1, 1]]","[[21.0, 21.0]]","[[0, 0]]",60cbabd69ddfb4d7243a1e38,1,0.65,iojwaadd,3,gnnd2jq9,24.0,14.0,19.0,21.0
35,04c6395t,"[[1, 1], [1, 0], [1, 0], [0, 1], [1, 0]]","[[17.0, 17.0], [10.0, 22.0], [10.0, 22.0], [22.0, 10.0], [10.0, 22.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",60b5f309a099d93c2ed76bda,1,0.85,cm2opzff,33,moijcm5u,22.0,10.0,14.0,17.0
36,04n01033,"[[1, 0], [1, 0], [0, 0], [0, 0]]","[[2.0, 25.0], [2.0, 25.0], [17.0, 17.0], [17.0, 17.0]]","[[0, 0], [0, 0], [0, 0], [1, 0]]",6120a44be3e6be40621d1d25,2,0.65,c65wo5bu,28,t1qg9dme,25.0,2.0,17.0,21.0
37,04qbdlp2,"[[1, 1]]","[[14.0, 14.0]]","[[0, 0]]",615323ff5ce68a5dbe37eebe,2,0.9,bexj8mkb,3,f4d843rc,17.0,1.0,2.0,14.0
38,04vkiafo,"[[1, 0], [0, 1], [0, 1], [1, 1]]","[[1.0, 12.0], [12.0, 1.0], [12.0, 1.0], [10.0, 10.0]]","[[0, 0], [0, 0], [0, 0], [0, 0]]",628c232e72381eb377f33b7e,1,0.7,uuezlluh,19,zpbdijop,12.0,1.0,2.0,10.0
39,04z0ps6o,"[[1, 1]]","[[14.0, 14.0]]","[[0, 0]]",673f4f8fa5b4a47492e30aea,2,0.6,65mnywlx,15,qzo70hky,19.0,4.0,9.0,14.0
40,04zbee38,"[[1, 1], [1, 1], [1, 1], [1, 0], [0, 1], [0, 1], [1, 0], [1, 0], [0, 0], [1, 0], [1, 0], [0, 0], [0, 0], [1, 0], [0, 0], [1, 0]]","[[15.0, 15.0], [15.0, 15.0], [15.0, 15.0], [2.0, 16.0], [16.0, 2.0], [16.0, 2.0], [2.0, 16.0], [2.0, 16.0], [3.0, 3.0], [2.0, 16.0], [2.0, 16.0], [3.0, 3.0], [3.0, 3.0], [2.0, 16.0], [3.0, 3.0], [2.0, 16.0]]","[[0, 1], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",663a6c3e71964578f2601aaf,1,0.8,rhdbnmx5,36,4kwfwu02,16.0,2.0,3.0,15.0
41,058zk6x8,"[[1, 1], [0, 1]]","[[18.0, 18.0], [20.0, 9.0]]","[[0, 0], [1, 0]]",682dfdd61025edf0a9d0af2f,1,0.6,qavygoof,6,fa78f0ru,20.0,9.0,14.0,18.0
42,05900uog,"[[0, 1], [0, 0]]","[[25.0, 1.0], [6.0, 6.0]]","[[0, 0], [0, 0]]",668bdb8e7e4e833357646124,1,0.65,geaw8f43,16,vbrajfi1,25.0,1.0,6.0,17.0
43,05i11e0p,"[[1, 1], [1, 1], [1, 1], [1, 0], [1, 0], [0, 1], [0, 0], [1, 1], [1, 1], [1, 0], [1, 1], [0, 0], [0, 1], [0, 1], [1, 1], [1, 0], [1, 0], [0, 0], [0, 1], [1, 1], [1, 0], [0, 0], [0, 1], [1, 0], [0, 1], [0, 0], [0, 0], [0, 1], [0, 1], [1, 1], [0, 1], [1, 1], [0, 1]]","[[23.0, 23.0], [23.0, 23.0], [23.0, 23.0], [19.0, 24.0], [19.0, 24.0], [24.0, 19.0], [20.0, 20.0], [23.0, 23.0], [23.0, 23.0], [19.0, 24.0], [23.0, 23.0], [20.0, 20.0], [24.0, 19.0], [24.0, 19.0], [23.0, 23.0], [19.0, 24.0], [19.0, 24.0], [20.0, 20.0], [24.0, 19.0], [23.0, 23.0], [19.0, 24.0], [20.0, 20.0], [24.0, 19.0], [19.0, 24.0], [24.0, 19.0], [20.0, 20.0], [20.0, 20.0], [24.0, 19.0], [24.0, 19.0], [23.0, 23.0], [24.0, 19.0], [23.0, 23.0], [24.0, 19.0]]","[[0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",5ef109c89196fa6d5cf6c005,1,0.95,k8qn5om5,83,03f1th4j,24.0,19.0,20.0,23.0
44,05j6a268,"[[0, 1], [1, 0], [1, 1], [1, 1], [0, 1], [1, 0], [0, 0], [1, 0], [1, 0], [0, 0], [1, 0], [0, 0], [1, 0], [0, 0], [0, 0], [1, 0], [0, 0], [1, 0], [0, 0], [0, 0], [1, 0], [0, 0], [1, 0], [0, 0]]","[[18.0, 4.0], [4.0, 18.0], [15.0, 15.0], [15.0, 15.0], [18.0, 4.0], [4.0, 18.0], [5.0, 5.0], [4.0, 18.0], [4.0, 18.0], [5.0, 5.0], [4.0, 18.0], [5.0, 5.0], [4.0, 18.0], [5.0, 5.0], [5.0, 5.0], [4.0, 18.0], [5.0, 5.0], [4.0, 18.0], [5.0, 5.0], [5.0, 5.0], [4.0, 18.0], [5.0, 5.0], [4.0, 18.0], [5.0, 5.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",67d88e8ad9768c97fcf4147f,1,0.95,ccbicwfe,88,xshobe0v,18.0,4.0,5.0,15.0
45,05ockcv1,"[[1, 0], [0, 1], [1, 1], [0, 1], [0, 1], [1, 0], [1, 0], [0, 1]]","[[10.0, 19.0], [19.0, 10.0], [18.0, 18.0], [19.0, 10.0], [19.0, 10.0], [10.0, 19.0], [10.0, 19.0], [19.0, 10.0]]","[[0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",5f6f8cc1d1db335366cbf037,1,0.8,akvnha7o,54,xh4vtpa2,19.0,10.0,11.0,18.0
46,0692r5py,"[[0, 1]]","[[24.0, 3.0]]","[[0, 0]]",6156743efb9f56ff356a0469,1,0.5,nsfp3iri,10,tyc6us2m,24.0,3.0,6.0,18.0
47,06htw65u,"[[1, 0], [1, 1], [0, 0], [0, 0]]","[[4.0, 14.0], [13.0, 13.0], [7.0, 7.0], [7.0, 7.0]]","[[0, 1], [0, 1], [0, 1], [0, 1]]",66bee53cfe67b3e6342cb2ba,1,0.85,850zmqcf,13,6gmg3ilb,14.0,4.0,7.0,13.0
48,06kdbwmb,"[[1, 1], [1, 0], [1, 1], [0, 0], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 0], [1, 0], [1, 1]]","[[18.0, 18.0], [2.0, 21.0], [18.0, 18.0], [3.0, 3.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [2.0, 21.0], [2.0, 21.0], [18.0, 18.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",65e3d5847b3844081e1fb12a,2,0.55,wb3hjmwb,45,j1x0j4h1,21.0,2.0,3.0,18.0
49,06up99go,"[[1, 1]]","[[20.0, 20.0]]","[[0, 0]]",67d002cd34b460f4bf04199a,2,0.95,k1ctemjm,70,mhrqxct8,23.0,2.0,8.0,20.0
50,06z631q9,"[[1, 1], [1, 1]]","[[19.0, 19.0], [19.0, 19.0]]","[[0, 1], [0, 1]]",6743f70a7b80c113cef33cde,1,0.85,76enejj6,30,9704j2nm,22.0,5.0,10.0,19.0
51,071q3rw1,"[[1, 1], [0, 1], [0, 0], [1, 0], [0, 1], [0, 0], [1, 0], [1, 1], [1, 1], [0, 1], [1, 1]]","[[23.0, 23.0], [25.0, 1.0], [8.0, 8.0], [1.0, 25.0], [25.0, 1.0], [8.0, 8.0], [1.0, 25.0], [23.0, 23.0], [23.0, 23.0], [25.0, 1.0], [23.0, 23.0]]","[[1, 1], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0]]",682c44dda8ca3a194a139eef,1,0.95,sdfs6z6p,31,80nr7xsv,25.0,1.0,8.0,23.0
52,0729r07u,"[[1, 0], [1, 0], [0, 0], [1, 0], [1, 0], [0, 0], [0, 0], [0, 0], [1, 0], [0, 0], [0, 0], [0, 0], [1, 0], [1, 0], [0, 0], [0, 0], [0, 0], [1, 0], [0, 1], [1, 0], [1, 0], [1, 1], [0, 0], [0, 0], [0, 0], [0, 1], [1, 1], [0, 1], [0, 1], [0, 0], [0, 1], [1, 0], [0, 0], [1, 1], [0, 0], [0, 0], [1, 0], [0, 1], [1, 0], [0, 1], [0, 0], [0, 1], [1, 1], [0, 1], [1, 1]]","[[9.0, 24.0], [9.0, 24.0], [19.0, 19.0], [9.0, 24.0], [9.0, 24.0], [19.0, 19.0], [19.0, 19.0], [19.0, 19.0], [9.0, 24.0], [19.0, 19.0], [19.0, 19.0], [19.0, 19.0], [9.0, 24.0], [9.0, 24.0], [19.0, 19.0], [19.0, 19.0], [19.0, 19.0], [9.0, 24.0], [24.0, 9.0], [9.0, 24.0], [9.0, 24.0], [20.0, 20.0], [19.0, 19.0], [19.0, 19.0], [19.0, 19.0], [24.0, 9.0], [20.0, 20.0], [24.0, 9.0], [24.0, 9.0], [19.0, 19.0], [24.0, 9.0], [9.0, 24.0], [19.0, 19.0], [20.0, 20.0], [19.0, 19.0], [19.0, 19.0], [9.0, 24.0], [24.0, 9.0], [9.0, 24.0], [24.0, 9.0], [19.0, 19.0], [24.0, 9.0], [20.0, 20.0], [24.0, 9.0], [20.0, 20.0]]","[[0, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]",6833c85c661a6c74b24ad808,2,0.95,9suefz06,76,eev8674p,24.0,9.0,19.0,20.0
53,072iy0by,"[[0, 1], [0, 0], [1, 0], [0, 0], [1, 1]]","[[24.0, 17.0], [20.0, 20.0], [17.0, 24.0], [20.0, 20.0], [22.0, 22.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",682fbc03821a6f2f42a508d2,2,0.9,del05i3z,71,fa78f0ru,24.0,17.0,20.0,22.0
54,07kiip9h,"[[1, 0], [0, 1], [0, 0]]","[[10.0, 22.0], [22.0, 10.0], [20.0, 20.0]]","[[0, 1], [0, 0], [0, 0]]",6565f3239d4b3557933760d3,1,0.95,9ft041bm,15,4kwfwu02,22.0,10.0,20.0,21.0
55,07t05gq5,"[[1, 1], [1, 0]]","[[14.0, 14.0], [2.0, 16.0]]","[[0, 0], [0, 0]]",656701f5bc72801e72a8b8fd,2,0.7,90vjqg3n,72,t1qg9dme,16.0,2.0,10.0,14.0
56,08614w3o,"[[0, 1]]","[[15.0, 1.0]]","[[0, 0]]",60d59686a148c19ff53b231a,2,0.55,ancthsmj,80,vbrajfi1,15.0,1.0,6.0,14.0
57,08csyivh,"[[0, 1]]","[[24.0, 5.0]]","[[0, 0]]",5dabd97900b6b10013547912,1,0.55,c7c0bcd0,52,vbrajfi1,24.0,5.0,16.0,18.0
58,08e7vj4r,"[[1, 1], [1, 1], [0, 0], [0, 0], [1, 0], [0, 0], [0, 0]]","[[18.0, 18.0], [18.0, 18.0], [7.0, 7.0], [7.0, 7.0], [6.0, 22.0], [7.0, 7.0], [7.0, 7.0]]","[[1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0]]",61184395bd2b2c2ff52cb611,1,0.75,onu1azx3,77,j4g2khn4,22.0,6.0,7.0,18.0
59,08yxyed3,"[[1, 0], [1, 0], [0, 1]]","[[3.0, 25.0], [3.0, 25.0], [25.0, 3.0]]","[[0, 0], [0, 0], [0, 0]]",627286792f25495f123cc27b,1,0.85,2rewg0bf,20,rt1ziah7,25.0,3.0,10.0,17.0
60,08zqgpat,"[[0, 0]]","[[9.0, 9.0]]","[[0, 0]]",66a667fc57a07325d6fa70b5,1,0.8,fj83zbup,94,yy63torl,16.0,7.0,9.0,13.0
61,09355myz,"[[1, 1], [0, 0]]","[[19.0, 19.0], [12.0, 12.0]]","[[0, 1], [0, 1]]",682ba0e9e37a889d474baf07,2,0.85,yzs77ftd,76,03f1th4j,25.0,8.0,12.0,19.0
62,09ddn8xr,"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[[14.0, 14.0], [14.0, 14.0], [14.0, 14.0], [14.0, 14.0], [14.0, 14.0], [14.0, 14.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",5f708f5f0d32bb66960d4473,2,0.95,7tdyuuyt,50,yy63torl,18.0,1.0,10.0,14.0
