,participant.code,decision_tuple,payoff_tuple,timeout_tuple,player.prolific_id,player.id_in_group,group.delta_value,opponent,group.id_in_subsession,session.code,group.game_payoff_betray,group.game_payoff_betrayed,group.game_payoff_both_defect,group.game_payoff_cooperate_cooperate
4810,g40lbngf,"[[0, 1], [0, 1], [1, 1]]","[[19.0, 6.0], [19.0, 6.0], [17.0, 17.0]]","[[0, 0], [0, 0], [0, 0]]",669b961e1c9cf30a26bb57d2,2,0.55,r6gb27qx,40,fy05undv,19.0,6.0,10.0,17.0
4811,g47fng7f,"[[1, 1], [1, 1]]","[[20.0, 20.0], [20.0, 20.0]]","[[0, 0], [0, 0]]",606041fc7e7b32b934840f3d,2,0.55,w5gc9646,28,4u0au75h,25.0,8.0,19.0,20.0
4812,g4epn6g3,"[[0, 1], [1, 0], [1, 1], [1, 1], [1, 1], [1, 1]]","[[10.0, 1.0], [1.0, 10.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0]]","[[0, 0], [0, 1], [0, 0], [0, 0], [0, 0], [0, 0]]",67896102d98295a520a25ebb,1,0.9,1jquhzsg,80,3rdwvap6,10.0,1.0,4.0,6.0
4813,g4g74385,"[[1, 1], [1, 1]]","[[16.0, 16.0], [16.0, 16.0]]","[[0, 0], [0, 0]]",66704327b46c7665de1190bc,1,0.5,xhqxp5w8,3,bmqyeei1,20.0,1.0,15.0,16.0
4814,g4hc5cmh,"[[0, 0], [1, 0], [0, 0], [1, 0], [0, 0], [0, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]","[[9.0, 9.0], [2.0, 20.0], [9.0, 9.0], [2.0, 20.0], [9.0, 9.0], [9.0, 9.0], [2.0, 20.0], [2.0, 20.0], [2.0, 20.0], [2.0, 20.0], [9.0, 9.0], [9.0, 9.0], [9.0, 9.0], [9.0, 9.0], [9.0, 9.0], [9.0, 9.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",66c9f7305f8a64d04cb5344c,2,0.95,5fig7zo8,11,rt1ziah7,20.0,2.0,9.0,13.0
4815,g4hk3yuu,"[[1, 1]]","[[20.0, 20.0]]","[[0, 0]]",682753c48b267b1314ce511c,2,0.7,0m4jcjkg,13,03f1th4j,21.0,9.0,16.0,20.0
4816,g4j2euu0,"[[1, 0], [0, 1], [0, 0], [0, 1], [0, 0], [0, 0], [0, 0], [0, 0], [1, 0], [0, 0], [0, 0]]","[[10.0, 14.0], [14.0, 10.0], [12.0, 12.0], [14.0, 10.0], [12.0, 12.0], [12.0, 12.0], [12.0, 12.0], [12.0, 12.0], [10.0, 14.0], [12.0, 12.0], [12.0, 12.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",66856891a8480b1aab4d03aa,2,0.85,5h1xytqt,33,gnnd2jq9,14.0,10.0,12.0,13.0
4817,g4jczehw,"[[1, 0], [0, 0], [0, 0], [0, 1], [0, 1], [0, 1], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]","[[13.0, 23.0], [18.0, 18.0], [18.0, 18.0], [23.0, 13.0], [23.0, 13.0], [23.0, 13.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",56b0ac5fe8b677000cdc0a34,2,0.9,ve33exja,21,hmde64sz,23.0,13.0,18.0,22.0
4818,g4jeqv5o,"[[0, 0], [1, 1]]","[[9.0, 9.0], [16.0, 16.0]]","[[0, 0], [0, 0]]",609cdc7e357ecdddef846f8f,2,0.65,krp15d5b,11,fi92mfip,19.0,3.0,9.0,16.0
4819,g4mybkzs,"[[0, 1], [0, 1], [0, 1], [0, 1]]","[[25.0, 12.0], [25.0, 12.0], [25.0, 12.0], [25.0, 12.0]]","[[0, 0], [0, 0], [0, 0], [0, 0]]",5b178611c9d3cb00010fe307,1,0.8,22h9jbah,79,hmrwzhck,25.0,12.0,13.0,20.0
4820,g4v2oe08,"[[0, 1], [0, 1]]","[[21.0, 5.0], [21.0, 5.0]]","[[1, 0], [1, 0]]",664d13e7bd941e750966cb72,2,0.55,z4rj3ndm,40,hmde64sz,21.0,5.0,16.0,17.0
4821,g53lmk2h,"[[1, 1]]","[[17.0, 17.0]]","[[0, 0]]",600997706028f16f085aceb7,1,0.7,0kd6bmze,17,j4g2khn4,22.0,9.0,10.0,17.0
4822,g56whveg,"[[1, 1]]","[[23.0, 23.0]]","[[0, 0]]",66aa593b93d05c57c5fd3a9c,2,0.8,0lbbbhd4,78,s3qo9o92,24.0,3.0,17.0,23.0
4823,g5mjrook,"[[1, 1], [1, 0], [1, 0], [1, 1], [1, 1], [1, 0], [1, 1], [1, 1], [1, 0], [1, 1]]","[[16.0, 16.0], [3.0, 19.0], [3.0, 19.0], [16.0, 16.0], [16.0, 16.0], [3.0, 19.0], [16.0, 16.0], [16.0, 16.0], [3.0, 19.0], [16.0, 16.0]]","[[0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",615060f31b8c06974a17ae76,1,0.95,f62bacrq,27,eev8674p,19.0,3.0,9.0,16.0
4824,g5muvm6y,"[[1, 0], [0, 0], [0, 1], [0, 0], [0, 0], [1, 0]]","[[6.0, 20.0], [13.0, 13.0], [20.0, 6.0], [13.0, 13.0], [13.0, 13.0], [6.0, 20.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",6813b1104ed957e80182dd64,1,0.6,lyaylrlc,70,hiqqrpb3,20.0,6.0,13.0,17.0
4825,g5tv0i62,"[[1, 0], [0, 0]]","[[6.0, 22.0], [10.0, 10.0]]","[[0, 1], [0, 1]]",5ddb84c67af661ad594e95d4,1,0.95,jwgbvnfu,3,fi92mfip,22.0,6.0,10.0,16.0
4826,g63thqen,"[[1, 1]]","[[16.0, 16.0]]","[[0, 0]]",67dc19acaa83409c086aa8fa,1,0.6,agdl918x,70,ohgk2z8v,18.0,4.0,12.0,16.0
4827,g66wjr2z,"[[0, 1], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]","[[12.0, 1.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0], [6.0, 6.0]]","[[1, 0], [1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",5dd46163c0823f4503b59566,1,0.9,cqxnv5ej,4,ptijruz4,12.0,1.0,6.0,8.0
4828,g68ehw7k,"[[1, 1], [1, 1], [1, 1], [1, 1]]","[[22.0, 22.0], [22.0, 22.0], [22.0, 22.0], [22.0, 22.0]]","[[0, 0], [0, 0], [0, 0], [0, 0]]",5bebf332cef79f00014d230c,1,0.9,r7ojglfk,10,g0ktg1d5,24.0,3.0,13.0,22.0
4829,g6kfdjm7,"[[0, 1], [1, 1], [1, 0], [1, 0], [0, 1], [1, 1], [1, 1], [1, 0]]","[[20.0, 5.0], [14.0, 14.0], [5.0, 20.0], [5.0, 20.0], [20.0, 5.0], [14.0, 14.0], [14.0, 14.0], [5.0, 20.0]]","[[0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",577cc873092b09000179c3e6,1,0.8,jih3czr4,43,g0ktg1d5,20.0,5.0,12.0,14.0
4830,g71j44xl,"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 0], [0, 1], [0, 1], [1, 0], [1, 1], [1, 1], [1, 0], [0, 1], [0, 0], [1, 0], [1, 1], [0, 0], [0, 0], [0, 0], [1, 1], [1, 0], [0, 1], [1, 1], [1, 0], [1, 0], [1, 1], [0, 0], [1, 1], [0, 0], [1, 1], [0, 0], [0, 0], [1, 1], [0, 0], [1, 1], [0, 1], [1, 1], [0, 0]]","[[15.0, 15.0], [15.0, 15.0], [15.0, 15.0], [15.0, 15.0], [15.0, 15.0], [15.0, 15.0], [15.0, 15.0], [15.0, 15.0], [15.0, 15.0], [15.0, 15.0], [15.0, 15.0], [15.0, 15.0], [2.0, 19.0], [19.0, 2.0], [19.0, 2.0], [2.0, 19.0], [15.0, 15.0], [15.0, 15.0], [2.0, 19.0], [19.0, 2.0], [7.0, 7.0], [2.0, 19.0], [15.0, 15.0], [7.0, 7.0], [7.0, 7.0], [7.0, 7.0], [15.0, 15.0], [2.0, 19.0], [19.0, 2.0], [15.0, 15.0], [2.0, 19.0], [2.0, 19.0], [15.0, 15.0], [7.0, 7.0], [15.0, 15.0], [7.0, 7.0], [15.0, 15.0], [7.0, 7.0], [7.0, 7.0], [15.0, 15.0], [7.0, 7.0], [15.0, 15.0], [19.0, 2.0], [15.0, 15.0], [7.0, 7.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 1], [0, 0], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]",5d511705f61908000160a772,2,0.95,v3k2kawx,31,mdy0yw3x,19.0,2.0,7.0,15.0
4831,g72f5w2s,"[[1, 1]]","[[20.0, 20.0]]","[[0, 0]]",67cd9cf6fcf63b6ab8f21390,2,0.6,15sidpyo,86,p5b14cs5,23.0,4.0,15.0,20.0
4832,g73vqxzl,"[[1, 0], [0, 1], [1, 0], [0, 1], [0, 1], [0, 0], [0, 0], [1, 0], [0, 1], [0, 1], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]","[[3.0, 12.0], [12.0, 3.0], [3.0, 12.0], [12.0, 3.0], [12.0, 3.0], [4.0, 4.0], [4.0, 4.0], [3.0, 12.0], [12.0, 3.0], [12.0, 3.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0], [4.0, 4.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",667f4eb6c32c389a9edb9747,2,0.95,lbt0w664,27,c5xdmvwz,12.0,3.0,4.0,9.0
4833,g75ywsos,"[[1, 0], [0, 0]]","[[1.0, 13.0], [10.0, 10.0]]","[[0, 1], [1, 1]]",64a3e3a7b17af2ccd6336581,1,0.75,ejcs74no,15,q619xooh,13.0,1.0,10.0,11.0
4834,g7ebg2h0,"[[1, 0], [0, 0], [0, 0], [0, 0], [0, 0]]","[[5.0, 22.0], [14.0, 14.0], [14.0, 14.0], [14.0, 14.0], [14.0, 14.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",6453c29faab6977890801023,2,0.55,9zpe99ly,44,tyc6us2m,22.0,5.0,14.0,16.0
4835,g7gkgdus,"[[0, 0], [0, 1], [1, 1], [1, 0]]","[[5.0, 5.0], [10.0, 3.0], [8.0, 8.0], [3.0, 10.0]]","[[1, 1], [1, 1], [1, 1], [1, 1]]",665c74c0a74cc37cc0299d7c,2,0.55,4cjfpb1h,106,0y60vrio,10.0,3.0,5.0,8.0
4836,g7h7lj4b,"[[1, 1]]","[[9.0, 9.0]]","[[0, 0]]",5eaeb365086d90570e8e538f,2,0.55,sv735bmb,87,uk2r5rsl,12.0,3.0,4.0,9.0
4837,g7j0fwx4,"[[0, 1], [0, 1], [1, 1], [1, 1], [1, 0], [1, 0], [0, 0], [0, 0], [0, 1], [0, 0], [0, 0]]","[[18.0, 4.0], [18.0, 4.0], [16.0, 16.0], [16.0, 16.0], [4.0, 18.0], [4.0, 18.0], [11.0, 11.0], [11.0, 11.0], [18.0, 4.0], [11.0, 11.0], [11.0, 11.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",67f27c240f798fb9db46152e,1,0.7,cym1q5bp,51,mdy0yw3x,18.0,4.0,11.0,16.0
4838,g7lm7fol,"[[1, 1], [1, 1]]","[[14.0, 14.0], [14.0, 14.0]]","[[0, 0], [0, 0]]",5a0c036857cee70001767a58,1,0.55,yh1ahxda,46,x5r4bgni,20.0,1.0,9.0,14.0
4839,g7mbplvt,"[[1, 1]]","[[18.0, 18.0]]","[[0, 0]]",66f043f0c38f7c2ec60770e4,1,0.9,9qj0li6e,2,x7xmwjlv,23.0,1.0,13.0,18.0
4840,g7mmdh1b,"[[1, 1], [1, 0], [1, 1], [0, 1], [1, 1], [0, 0], [1, 1], [1, 1], [1, 0], [1, 1], [0, 1], [0, 1], [1, 0], [0, 0]]","[[17.0, 17.0], [3.0, 22.0], [17.0, 17.0], [22.0, 3.0], [17.0, 17.0], [5.0, 5.0], [17.0, 17.0], [17.0, 17.0], [3.0, 22.0], [17.0, 17.0], [22.0, 3.0], [22.0, 3.0], [3.0, 22.0], [5.0, 5.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",676051f19d0c255b6c35b3d1,2,0.95,v8uslqrc,81,xshobe0v,22.0,3.0,5.0,17.0
4841,g7udnnlq,"[[1, 0]]","[[3.0, 23.0]]","[[0, 0]]",611d3361e7b4edd2d89ff3c3,2,0.7,lmq0sguj,19,toh4jetx,23.0,3.0,4.0,14.0
4842,g7yawf84,"[[1, 1], [0, 1], [0, 1]]","[[21.0, 21.0], [22.0, 1.0], [22.0, 1.0]]","[[0, 0], [1, 0], [1, 0]]",6438b6ee0715799f959089aa,1,0.9,wlfdvaoo,55,tuf4a7eb,22.0,1.0,16.0,21.0
4843,g82151mu,"[[0, 1]]","[[25.0, 8.0]]","[[0, 0]]",654a44f0addb5f41f1705b75,2,0.8,fr4qs749,68,rt1ziah7,25.0,8.0,15.0,18.0
4844,g8awp51e,"[[1, 0], [0, 0]]","[[1.0, 24.0], [15.0, 15.0]]","[[0, 0], [0, 0]]",673b7d9d099912b65e8e10b2,1,0.85,67ib9339,30,mdy0yw3x,24.0,1.0,15.0,18.0
4845,g8njhuk7,"[[1, 1]]","[[12.0, 12.0]]","[[0, 0]]",67d82fba3be0f9c6aea3933c,2,0.55,zzt3qte0,94,aq5armaw,16.0,5.0,11.0,12.0
4846,g8ntgcfy,"[[0, 0], [0, 0], [0, 1], [0, 0], [0, 0]]","[[12.0, 12.0], [12.0, 12.0], [24.0, 4.0], [12.0, 12.0], [12.0, 12.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",65ba64c07847d4c34ec00de1,2,0.7,k169levc,61,3rdwvap6,24.0,4.0,12.0,22.0
4847,g96a8823,"[[0, 0]]","[[11.0, 11.0]]","[[1, 1]]",67c8013133c6f6fcfdb1d0b6,2,0.6,89futoud,46,xpdm6lij,18.0,7.0,11.0,13.0
4848,g96ekwn0,"[[1, 1], [1, 1], [1, 0], [1, 0], [1, 1], [1, 0], [1, 0], [1, 0], [1, 1], [1, 0], [1, 0], [1, 0]]","[[13.0, 13.0], [13.0, 13.0], [8.0, 14.0], [8.0, 14.0], [13.0, 13.0], [8.0, 14.0], [8.0, 14.0], [8.0, 14.0], [13.0, 13.0], [8.0, 14.0], [8.0, 14.0], [8.0, 14.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",67ac4bd4c0b43b988f6f46eb,1,0.8,m4siy4ch,41,9bzs8bre,14.0,8.0,10.0,13.0
4849,g9dmaeud,"[[1, 1], [0, 1]]","[[19.0, 19.0], [25.0, 8.0]]","[[0, 0], [0, 0]]",6713eeea64ca1fb59cbcbce4,2,0.55,qesolaym,8,rt1ziah7,25.0,8.0,18.0,19.0
4850,g9hia7kp,"[[1, 1], [1, 1]]","[[19.0, 19.0], [19.0, 19.0]]","[[0, 0], [0, 0]]",676f2ff678d74407b518207d,2,0.95,vkajwvtb,17,tyc6us2m,23.0,3.0,11.0,19.0
4851,g9iw1a3w,"[[0, 1], [1, 0]]","[[18.0, 1.0], [1.0, 18.0]]","[[1, 0], [1, 0]]",683752d09e2fbc97bb18309d,2,0.75,thrxw3r3,41,ssgni3in,18.0,1.0,2.0,17.0
4852,g9q57mqt,"[[0, 1], [1, 0], [0, 1], [1, 1]]","[[24.0, 5.0], [5.0, 24.0], [24.0, 5.0], [18.0, 18.0]]","[[0, 0], [0, 0], [0, 0], [0, 0]]",67ea34e952854b0a61a97f16,1,0.6,2aa42yli,22,j1p1ewuh,24.0,5.0,16.0,18.0
4853,g9vnxi84,"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 0], [0, 1], [0, 0], [1, 0], [0, 0], [0, 0], [0, 1], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[[18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [4.0, 23.0], [23.0, 4.0], [13.0, 13.0], [4.0, 23.0], [13.0, 13.0], [13.0, 13.0], [23.0, 4.0], [13.0, 13.0], [13.0, 13.0], [13.0, 13.0], [13.0, 13.0], [13.0, 13.0], [13.0, 13.0], [13.0, 13.0], [13.0, 13.0], [13.0, 13.0], [13.0, 13.0], [13.0, 13.0], [13.0, 13.0], [13.0, 13.0], [13.0, 13.0], [13.0, 13.0], [23.0, 4.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0], [18.0, 18.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",6175733727b1e3ce2d72dbe4,2,0.95,6slf0pdq,86,xshobe0v,23.0,4.0,13.0,18.0
4854,ga7zzwyc,"[[1, 0], [0, 0], [0, 0], [1, 0], [1, 0], [1, 0], [0, 0], [0, 0], [1, 0], [0, 0], [0, 0], [1, 0], [0, 0], [1, 0], [1, 0], [0, 0], [1, 1], [1, 1], [0, 0], [0, 1], [0, 1], [0, 1], [1, 0], [1, 0], [1, 0], [0, 1], [0, 0], [0, 0], [1, 0], [1, 0], [0, 0], [1, 0]]","[[1.0, 14.0], [10.0, 10.0], [10.0, 10.0], [1.0, 14.0], [1.0, 14.0], [1.0, 14.0], [10.0, 10.0], [10.0, 10.0], [1.0, 14.0], [10.0, 10.0], [10.0, 10.0], [1.0, 14.0], [10.0, 10.0], [1.0, 14.0], [1.0, 14.0], [10.0, 10.0], [12.0, 12.0], [12.0, 12.0], [10.0, 10.0], [14.0, 1.0], [14.0, 1.0], [14.0, 1.0], [1.0, 14.0], [1.0, 14.0], [1.0, 14.0], [14.0, 1.0], [10.0, 10.0], [10.0, 10.0], [1.0, 14.0], [1.0, 14.0], [10.0, 10.0], [1.0, 14.0]]","[[0, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]",6849c804c412a1bdd6d48f56,2,0.95,iifeepkk,95,rjcbwvo9,14.0,1.0,10.0,12.0
4855,gabp46dk,"[[1, 1]]","[[18.0, 18.0]]","[[0, 0]]",6635344fb4ae723326e3ce04,1,0.55,a0cqklc5,42,hiqqrpb3,19.0,9.0,16.0,18.0
4856,gacup27j,"[[1, 1]]","[[15.0, 15.0]]","[[0, 1]]",67871258329b1d6941040ada,1,0.85,zns2vwhm,86,03f1th4j,21.0,3.0,7.0,15.0
4857,gah7yt9i,"[[0, 0], [0, 1], [0, 1], [0, 0], [0, 1], [1, 0], [0, 0], [0, 0], [1, 1], [0, 1], [0, 0], [0, 0], [1, 0], [1, 1], [0, 0], [1, 0], [0, 0], [0, 1], [0, 0], [1, 0], [1, 0], [0, 1], [0, 1], [0, 0], [0, 0], [1, 0], [1, 0], [1, 0], [0, 0], [0, 0], [1, 0], [0, 0], [0, 0], [1, 0]]","[[7.0, 7.0], [18.0, 5.0], [18.0, 5.0], [7.0, 7.0], [18.0, 5.0], [5.0, 18.0], [7.0, 7.0], [7.0, 7.0], [12.0, 12.0], [18.0, 5.0], [7.0, 7.0], [7.0, 7.0], [5.0, 18.0], [12.0, 12.0], [7.0, 7.0], [5.0, 18.0], [7.0, 7.0], [18.0, 5.0], [7.0, 7.0], [5.0, 18.0], [5.0, 18.0], [18.0, 5.0], [18.0, 5.0], [7.0, 7.0], [7.0, 7.0], [5.0, 18.0], [5.0, 18.0], [5.0, 18.0], [7.0, 7.0], [7.0, 7.0], [5.0, 18.0], [7.0, 7.0], [7.0, 7.0], [5.0, 18.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [1, 0], [1, 0], [1, 0], [1, 0], [1, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",6763b46518e4b44b2be6c127,2,0.9,l503uzn7,89,xh4vtpa2,18.0,5.0,7.0,12.0
4858,ganvflm4,"[[1, 1]]","[[17.0, 17.0]]","[[0, 0]]",6686eda3f5bea9f320d9376d,2,0.55,didkswki,60,f4d843rc,18.0,2.0,8.0,17.0
4859,gaod39dq,"[[1, 1], [0, 1], [0, 0], [1, 0], [1, 0], [0, 1], [0, 1], [1, 0], [0, 1], [1, 1]]","[[20.0, 20.0], [24.0, 7.0], [17.0, 17.0], [7.0, 24.0], [7.0, 24.0], [24.0, 7.0], [24.0, 7.0], [7.0, 24.0], [24.0, 7.0], [20.0, 20.0]]","[[1, 1], [0, 1], [0, 1], [1, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1], [0, 1]]",67f24c97d8eb89cd0e5bbd2b,1,0.9,jpbyr4u6,58,xshobe0v,24.0,7.0,17.0,20.0
4860,gasexpf6,"[[1, 1], [0, 1], [1, 0], [0, 0], [0, 1], [0, 1]]","[[21.0, 21.0], [24.0, 12.0], [12.0, 24.0], [19.0, 19.0], [24.0, 12.0], [24.0, 12.0]]","[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]",65a76d2c87368034a3da3b2b,2,0.8,6lvslb52,34,6gmg3ilb,24.0,12.0,19.0,21.0
4861,gbbaghzc,"[[1, 1]]","[[16.0, 16.0]]","[[0, 0]]",67d733cee520bbb0a0b508ba,1,0.7,j9j7h39u,41,nhmkhano,21.0,7.0,13.0,16.0
4862,gbbqq2bq,"[[1, 1]]","[[17.0, 17.0]]","[[1, 0]]",614386aaad55b05aa5c7767e,1,0.6,3mfnnp00,24,4u0au75h,20.0,2.0,11.0,17.0
4863,gbh775nn,"[[1, 1]]","[[17.0, 17.0]]","[[0, 0]]",6466249c27b5e4161f763c32,2,0.55,fh3bsbr9,24,n4h4zv44,23.0,5.0,14.0,17.0
4864,gbi48c9v,"[[1, 1], [1, 1], [1, 1]]","[[18.0, 18.0], [18.0, 18.0], [18.0, 18.0]]","[[0, 0], [0, 0], [0, 0]]",6671edc981275d15833aa93e,1,0.75,cpc6sjmc,7,f4d843rc,21.0,8.0,15.0,18.0
4865,gbk2t9o4,"[[1, 1]]","[[22.0, 22.0]]","[[0, 0]]",6858833f33dfc619f5f5d88a,1,0.6,0ta9rxhg,26,gsuoqnui,23.0,3.0,8.0,22.0
4866,gbkfmuct,"[[1, 0]]","[[11.0, 24.0]]","[[0, 0]]",6781764fc17f69f28e779141,2,0.5,u784htxq,43,9bzs8bre,24.0,11.0,16.0,18.0
4867,gbmaiz4g,"[[0, 0], [0, 0]]","[[9.0, 9.0], [9.0, 9.0]]","[[0, 0], [0, 0]]",6346d9fda71cffd6c403c4a2,1,0.5,5icpfkbr,68,bpvtv8pa,13.0,2.0,9.0,10.0
4868,gbqd7ncg,"[[1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]","[[22.0, 22.0], [22.0, 22.0], [22.0, 22.0], [22.0, 22.0], [22.0, 22.0], [22.0, 22.0], [22.0, 22.0]]","[[0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0], [0, 0]]",5c849a40a869d400179ab427,2,0.7,t3hr0sp3,21,zpbdijop,23.0,15.0,20.0,22.0
4869,gbrj7tly,"[[1, 1], [0, 0], [1, 0], [0, 1], [1, 1]]","[[13.0, 13.0], [12.0, 12.0], [2.0, 15.0], [15.0, 2.0], [13.0, 13.0]]","[[0, 0], [0, 1], [0, 1], [0, 1], [0, 1]]",683ed34f693b0ce53234e3e5,2,0.7,3efdrcrj,40,uk2r5rsl,15.0,2.0,12.0,13.0
4870,gbyi3azg,"[[1, 1], [1, 0], [1, 0], [0, 0], [0, 1], [1, 1], [1, 0], [0, 0], [1, 1]]","[[13.0, 13.0], [5.0, 14.0], [5.0, 14.0], [8.0, 8.0], [14.0, 5.0], [13.0, 13.0], [5.0, 14.0], [8.0, 8.0], [13.0, 13.0]]","[[0, 1], [0, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1], [1, 1]]",5c560b6fccb08c0001e134a8,1,0.85,epzz2zff,236,0y60vrio,14.0,5.0,8.0,13.0
