,participant.code,round_number,group.delta_value,group.game_payoff_betray,group.game_payoff_betrayed,group.game_payoff_both_defect,group.game_payoff_cooperate_cooperate,group.id_in_subsession,group.match_duration,player.base_payment_cents,player.bonus_payment_cents,player.bonus_round,player.decision,player.id_in_group,player.payoff,player.prolific_id,player.timeout_occurred,player.total_payment_cents,subsession.round_number,participant.id_in_session,session.code,opponent
0,01b41dq9,1,0.7,25.0,5.0,15.0,21.0,58,1.0,100,5,1,Cooperate,1,5.0,67fcf5dc1c789df535a17c14,0,105,1,115,0y60vrio,q6w5exb0
1,01qwm596,1,0.9,24.0,2.0,13.0,18.0,108,6.0,0,0,0,Defect,1,24.0,615b1ab789b14c9996251fb4,0,0,1,237,0y60vrio,kvadpe77
2,01qwm596,2,0.9,24.0,2.0,13.0,18.0,108,6.0,0,0,0,Cooperate,1,2.0,615b1ab789b14c9996251fb4,1,0,2,237,0y60vrio,kvadpe77
3,01qwm596,3,0.9,24.0,2.0,13.0,18.0,108,6.0,0,0,0,Defect,1,13.0,615b1ab789b14c9996251fb4,1,0,3,237,0y60vrio,kvadpe77
4,01qwm596,4,0.9,24.0,2.0,13.0,18.0,108,6.0,0,0,0,Defect,1,13.0,615b1ab789b14c9996251fb4,1,0,4,237,0y60vrio,kvadpe77
5,01qwm596,5,0.9,24.0,2.0,13.0,18.0,108,6.0,0,0,0,Defect,1,24.0,615b1ab789b14c9996251fb4,0,0,5,237,0y60vrio,kvadpe77
6,01qwm596,6,0.9,24.0,2.0,13.0,18.0,108,6.0,100,13,6,Defect,1,13.0,615b1ab789b14c9996251fb4,1,113,6,237,0y60vrio,kvadpe77
7,02kmho5t,1,0.9,24.0,9.0,12.0,23.0,59,1.0,100,24,1,Defect,2,24.0,5f97222fa31f2709bcd63373,1,124,1,120,0y60vrio,dn7vet8u
8,03al49ih,1,0.55,23.0,1.0,2.0,16.0,124,2.0,0,0,0,Defect,1,23.0,67e3279bef0273a1887e94fc,1,0,1,270,0y60vrio,3l2o2kmv
9,03al49ih,2,0.55,23.0,1.0,2.0,16.0,124,2.0,100,1,2,Cooperate,1,1.0,67e3279bef0273a1887e94fc,1,101,2,270,0y60vrio,3l2o2kmv
10,0e385e8j,1,0.55,13.0,1.0,10.0,11.0,181,1.0,100,1,1,Cooperate,1,1.0,67d05ecc81a53e6ca5097594,0,101,1,337,0y60vrio,5zyfjtme
11,0fqdxp81,1,0.55,20.0,4.0,16.0,18.0,247,1.0,100,18,1,Cooperate,2,18.0,66aca1b2b61fbce1984d5ecf,0,118,1,445,0y60vrio,5ydzv0bs
12,0fvllc2r,1,0.7,25.0,5.0,6.0,21.0,262,5.0,0,0,0,Cooperate,1,21.0,681f0b4fb28dc1b7d4b5451d,0,0,1,473,0y60vrio,up1gs022
13,0fvllc2r,2,0.7,25.0,5.0,6.0,21.0,262,5.0,0,0,0,Cooperate,1,5.0,681f0b4fb28dc1b7d4b5451d,0,0,2,473,0y60vrio,up1gs022
14,0fvllc2r,3,0.7,25.0,5.0,6.0,21.0,262,5.0,0,0,0,Defect,1,25.0,681f0b4fb28dc1b7d4b5451d,1,0,3,473,0y60vrio,up1gs022
15,0fvllc2r,4,0.7,25.0,5.0,6.0,21.0,262,5.0,0,0,0,Defect,1,6.0,681f0b4fb28dc1b7d4b5451d,1,0,4,473,0y60vrio,up1gs022
16,0fvllc2r,5,0.7,25.0,5.0,6.0,21.0,262,5.0,100,5,5,Cooperate,1,5.0,681f0b4fb28dc1b7d4b5451d,1,105,5,473,0y60vrio,up1gs022
17,0kfrtcfc,1,0.55,23.0,12.0,13.0,19.0,245,1.0,100,19,1,Cooperate,1,19.0,66587a03138c697f41bd4fa8,1,119,1,442,0y60vrio,9xtsai5t
18,0ltmmk3x,1,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Defect,2,14.0,60a8bd22d03adbe92cbb9a5e,1,0,1,273,0y60vrio,czm40mzs
19,0ltmmk3x,2,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Defect,2,14.0,60a8bd22d03adbe92cbb9a5e,1,0,2,273,0y60vrio,czm40mzs
20,0ltmmk3x,3,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Cooperate,2,15.0,60a8bd22d03adbe92cbb9a5e,1,0,3,273,0y60vrio,czm40mzs
21,0ltmmk3x,4,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Cooperate,2,15.0,60a8bd22d03adbe92cbb9a5e,1,0,4,273,0y60vrio,czm40mzs
22,0ltmmk3x,5,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Cooperate,2,2.0,60a8bd22d03adbe92cbb9a5e,1,0,5,273,0y60vrio,czm40mzs
23,0ltmmk3x,6,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Cooperate,2,15.0,60a8bd22d03adbe92cbb9a5e,1,0,6,273,0y60vrio,czm40mzs
24,0ltmmk3x,7,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Defect,2,16.0,60a8bd22d03adbe92cbb9a5e,1,0,7,273,0y60vrio,czm40mzs
25,0ltmmk3x,8,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Cooperate,2,2.0,60a8bd22d03adbe92cbb9a5e,1,0,8,273,0y60vrio,czm40mzs
26,0ltmmk3x,9,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Defect,2,14.0,60a8bd22d03adbe92cbb9a5e,1,0,9,273,0y60vrio,czm40mzs
27,0ltmmk3x,10,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Defect,2,16.0,60a8bd22d03adbe92cbb9a5e,1,0,10,273,0y60vrio,czm40mzs
28,0ltmmk3x,11,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Cooperate,2,15.0,60a8bd22d03adbe92cbb9a5e,1,0,11,273,0y60vrio,czm40mzs
29,0ltmmk3x,12,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Defect,2,16.0,60a8bd22d03adbe92cbb9a5e,1,0,12,273,0y60vrio,czm40mzs
30,0ltmmk3x,13,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Defect,2,16.0,60a8bd22d03adbe92cbb9a5e,1,0,13,273,0y60vrio,czm40mzs
31,0ltmmk3x,14,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Defect,2,14.0,60a8bd22d03adbe92cbb9a5e,1,0,14,273,0y60vrio,czm40mzs
32,0ltmmk3x,15,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Cooperate,2,15.0,60a8bd22d03adbe92cbb9a5e,1,0,15,273,0y60vrio,czm40mzs
33,0ltmmk3x,16,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Defect,2,16.0,60a8bd22d03adbe92cbb9a5e,1,0,16,273,0y60vrio,czm40mzs
34,0ltmmk3x,17,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Defect,2,16.0,60a8bd22d03adbe92cbb9a5e,1,0,17,273,0y60vrio,czm40mzs
35,0ltmmk3x,18,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Defect,2,16.0,60a8bd22d03adbe92cbb9a5e,1,0,18,273,0y60vrio,czm40mzs
36,0ltmmk3x,19,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Defect,2,16.0,60a8bd22d03adbe92cbb9a5e,1,0,19,273,0y60vrio,czm40mzs
37,0ltmmk3x,20,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Defect,2,14.0,60a8bd22d03adbe92cbb9a5e,1,0,20,273,0y60vrio,czm40mzs
38,0ltmmk3x,21,0.95,16.0,2.0,14.0,15.0,130,45.0,0,0,0,Cooperate,2,15.0,60a8bd22d03adbe92cbb9a5e,1,0,21,273,0y60vrio,czm40mzs
39,0ml996e4,1,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Cooperate,2,21.0,668dc78871d7ac60f95d1aa2,0,0,1,42,0y60vrio,s411evat
40,0ml996e4,2,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Cooperate,2,21.0,668dc78871d7ac60f95d1aa2,0,0,2,42,0y60vrio,s411evat
41,0ml996e4,3,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Defect,2,3.0,668dc78871d7ac60f95d1aa2,1,0,3,42,0y60vrio,s411evat
42,0ml996e4,4,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Defect,2,22.0,668dc78871d7ac60f95d1aa2,1,0,4,42,0y60vrio,s411evat
43,0ml996e4,5,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Cooperate,2,21.0,668dc78871d7ac60f95d1aa2,0,0,5,42,0y60vrio,s411evat
44,0ml996e4,6,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Cooperate,2,2.0,668dc78871d7ac60f95d1aa2,0,0,6,42,0y60vrio,s411evat
45,0ml996e4,7,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Defect,2,3.0,668dc78871d7ac60f95d1aa2,0,0,7,42,0y60vrio,s411evat
46,0ml996e4,8,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Cooperate,2,2.0,668dc78871d7ac60f95d1aa2,1,0,8,42,0y60vrio,s411evat
47,0ml996e4,9,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Cooperate,2,21.0,668dc78871d7ac60f95d1aa2,1,0,9,42,0y60vrio,s411evat
48,0ml996e4,10,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Defect,2,22.0,668dc78871d7ac60f95d1aa2,1,0,10,42,0y60vrio,s411evat
49,0ml996e4,11,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Cooperate,2,2.0,668dc78871d7ac60f95d1aa2,1,0,11,42,0y60vrio,s411evat
50,0ml996e4,12,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Cooperate,2,2.0,668dc78871d7ac60f95d1aa2,1,0,12,42,0y60vrio,s411evat
51,0ml996e4,13,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Defect,2,3.0,668dc78871d7ac60f95d1aa2,1,0,13,42,0y60vrio,s411evat
52,0ml996e4,14,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Defect,2,22.0,668dc78871d7ac60f95d1aa2,1,0,14,42,0y60vrio,s411evat
53,0ml996e4,15,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Cooperate,2,2.0,668dc78871d7ac60f95d1aa2,1,0,15,42,0y60vrio,s411evat
54,0ml996e4,16,0.9,22.0,2.0,3.0,21.0,22,17.0,0,0,0,Cooperate,2,2.0,668dc78871d7ac60f95d1aa2,0,0,16,42,0y60vrio,s411evat
55,0ml996e4,17,0.9,22.0,2.0,3.0,21.0,22,17.0,170,2,17,Cooperate,2,2.0,668dc78871d7ac60f95d1aa2,0,172,17,42,0y60vrio,s411evat
56,0oce0n0e,1,0.75,11.0,3.0,7.0,8.0,100,4.0,0,0,0,Defect,2,7.0,6516ef80edad82a92cb27fb9,0,0,1,215,0y60vrio,kkn8hitn
57,0oce0n0e,2,0.75,11.0,3.0,7.0,8.0,100,4.0,0,0,0,Cooperate,2,3.0,6516ef80edad82a92cb27fb9,0,0,2,215,0y60vrio,kkn8hitn
58,0oce0n0e,3,0.75,11.0,3.0,7.0,8.0,100,4.0,0,0,0,Cooperate,2,8.0,6516ef80edad82a92cb27fb9,1,0,3,215,0y60vrio,kkn8hitn
59,0oce0n0e,4,0.75,11.0,3.0,7.0,8.0,100,4.0,100,8,4,Cooperate,2,8.0,6516ef80edad82a92cb27fb9,1,108,4,215,0y60vrio,kkn8hitn
60,0p0bh2i5,1,0.8,15.0,3.0,9.0,14.0,250,2.0,0,0,0,Cooperate,2,14.0,66d749dad04d6166d7928a7f,0,0,1,452,0y60vrio,vjc7p6h1
61,0p0bh2i5,2,0.8,15.0,3.0,9.0,14.0,250,2.0,100,14,2,Cooperate,2,14.0,66d749dad04d6166d7928a7f,1,114,2,452,0y60vrio,vjc7p6h1
62,0vcujr8a,1,0.65,20.0,7.0,8.0,18.0,101,1.0,100,20,1,Defect,2,20.0,6726b535f9fbef5487989210,1,120,1,218,0y60vrio,6bmvx5wn
63,0vnwv0ii,1,0.6,23.0,1.0,8.0,22.0,56,1.0,100,23,1,Defect,1,23.0,603564dc82c4a0fb713861b5,1,123,1,113,0y60vrio,posh44qw
64,0vy59wxa,1,0.6,21.0,5.0,12.0,17.0,125,1.0,100,17,1,Cooperate,2,17.0,67adeb124ea5587ac8afa3ac,0,117,1,277,0y60vrio,8xyfdtpo
65,0xv9pr1k,1,0.75,23.0,3.0,12.0,21.0,178,1.0,100,21,1,Cooperate,2,21.0,67f127d6c09bbf379bd18ab6,1,121,1,331,0y60vrio,u3wj3yv4
66,0yz72be2,1,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,1,4.0,677fddab32b1fdcb6da8051e,0,0,1,415,0y60vrio,1pmj454k
67,0yz72be2,2,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,1,4.0,677fddab32b1fdcb6da8051e,0,0,2,415,0y60vrio,1pmj454k
68,0yz72be2,3,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,1,4.0,677fddab32b1fdcb6da8051e,0,0,3,415,0y60vrio,1pmj454k
69,0yz72be2,4,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,1,4.0,677fddab32b1fdcb6da8051e,0,0,4,415,0y60vrio,1pmj454k
70,0yz72be2,5,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,1,4.0,677fddab32b1fdcb6da8051e,1,0,5,415,0y60vrio,1pmj454k
71,0yz72be2,6,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,1,4.0,677fddab32b1fdcb6da8051e,1,0,6,415,0y60vrio,1pmj454k
72,0yz72be2,7,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Defect,1,6.0,677fddab32b1fdcb6da8051e,1,0,7,415,0y60vrio,1pmj454k
73,0yz72be2,8,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Defect,1,6.0,677fddab32b1fdcb6da8051e,1,0,8,415,0y60vrio,1pmj454k
74,0yz72be2,9,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,1,1.0,677fddab32b1fdcb6da8051e,1,0,9,415,0y60vrio,1pmj454k
75,0yz72be2,10,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Defect,1,6.0,677fddab32b1fdcb6da8051e,1,0,10,415,0y60vrio,1pmj454k
76,0yz72be2,11,0.9,6.0,1.0,2.0,4.0,230,11.0,110,1,11,Cooperate,1,1.0,677fddab32b1fdcb6da8051e,0,111,11,415,0y60vrio,1pmj454k
77,14esxlmp,1,0.7,25.0,6.0,9.0,24.0,25,3.0,0,0,0,Defect,1,25.0,608abc6251feb3ddc3b2e01d,0,0,1,48,0y60vrio,wejz3qzh
78,14esxlmp,2,0.7,25.0,6.0,9.0,24.0,25,3.0,0,0,0,Cooperate,1,6.0,608abc6251feb3ddc3b2e01d,0,0,2,48,0y60vrio,wejz3qzh
79,14esxlmp,3,0.7,25.0,6.0,9.0,24.0,25,3.0,100,9,3,Defect,1,9.0,608abc6251feb3ddc3b2e01d,0,109,3,48,0y60vrio,wejz3qzh
80,14vqns4s,1,0.95,15.0,10.0,12.0,14.0,223,1.0,100,14,1,Cooperate,1,14.0,66f0a65e356ecb6162bc2a86,0,114,1,403,0y60vrio,ivfnwfdo
81,15wzxrz7,1,0.65,25.0,2.0,4.0,19.0,175,5.0,0,0,0,Cooperate,2,19.0,675351e5c347e5839db66ff3,1,0,1,327,0y60vrio,ja8ulc7i
82,15wzxrz7,2,0.65,25.0,2.0,4.0,19.0,175,5.0,0,0,0,Defect,2,25.0,675351e5c347e5839db66ff3,1,0,2,327,0y60vrio,ja8ulc7i
83,15wzxrz7,3,0.65,25.0,2.0,4.0,19.0,175,5.0,0,0,0,Defect,2,25.0,675351e5c347e5839db66ff3,1,0,3,327,0y60vrio,ja8ulc7i
84,15wzxrz7,4,0.65,25.0,2.0,4.0,19.0,175,5.0,0,0,0,Cooperate,2,19.0,675351e5c347e5839db66ff3,1,0,4,327,0y60vrio,ja8ulc7i
85,15wzxrz7,5,0.65,25.0,2.0,4.0,19.0,175,5.0,100,4,5,Defect,2,4.0,675351e5c347e5839db66ff3,1,104,5,327,0y60vrio,ja8ulc7i
86,17lvpi2o,1,0.55,19.0,14.0,16.0,17.0,105,5.0,0,0,0,Defect,2,19.0,5422b9f9fdf99b328baf8de6,1,0,1,228,0y60vrio,n7fyy9p5
87,17lvpi2o,2,0.55,19.0,14.0,16.0,17.0,105,5.0,0,0,0,Defect,2,19.0,5422b9f9fdf99b328baf8de6,1,0,2,228,0y60vrio,n7fyy9p5
88,17lvpi2o,3,0.55,19.0,14.0,16.0,17.0,105,5.0,0,0,0,Cooperate,2,17.0,5422b9f9fdf99b328baf8de6,1,0,3,228,0y60vrio,n7fyy9p5
89,17lvpi2o,4,0.55,19.0,14.0,16.0,17.0,105,5.0,0,0,0,Defect,2,16.0,5422b9f9fdf99b328baf8de6,1,0,4,228,0y60vrio,n7fyy9p5
90,17lvpi2o,5,0.55,19.0,14.0,16.0,17.0,105,5.0,100,19,5,Defect,2,19.0,5422b9f9fdf99b328baf8de6,1,119,5,228,0y60vrio,n7fyy9p5
91,17ovudvv,1,0.7,15.0,6.0,9.0,13.0,77,2.0,0,0,0,Cooperate,2,13.0,5e81b4ab1fa05c00097c8c9d,1,0,1,158,0y60vrio,8cklw1yq
92,17ovudvv,2,0.7,15.0,6.0,9.0,13.0,77,2.0,100,15,2,Defect,2,15.0,5e81b4ab1fa05c00097c8c9d,1,115,2,158,0y60vrio,8cklw1yq
93,1hy3qv2p,1,0.8,12.0,3.0,10.0,11.0,83,1.0,100,11,1,Cooperate,2,11.0,5cbfba1ad074ee00016acf52,1,111,1,173,0y60vrio,f7wtq7jf
94,1j2r1ffr,1,0.65,24.0,1.0,10.0,19.0,259,1.0,100,19,1,Cooperate,1,19.0,67e2c50a17e1eff3a4cc5226,0,119,1,468,0y60vrio,eils854g
95,1kx94xz4,1,0.6,17.0,1.0,12.0,13.0,96,1.0,100,13,1,Cooperate,2,13.0,6672d878f68b9e349b56e871,0,113,1,200,0y60vrio,ch2qr1zm
96,1p16zuw9,1,0.65,21.0,4.0,7.0,19.0,235,1.0,100,21,1,Defect,2,21.0,60cc4cbfd6bdf9ee88cdd2f6,0,121,1,425,0y60vrio,90on8zqa
97,1pmj454k,1,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,2,4.0,6116d9f7527268b298bb3b2a,0,0,1,263,0y60vrio,0yz72be2
98,1pmj454k,2,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,2,4.0,6116d9f7527268b298bb3b2a,0,0,2,263,0y60vrio,0yz72be2
99,1pmj454k,3,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,2,4.0,6116d9f7527268b298bb3b2a,1,0,3,263,0y60vrio,0yz72be2
100,1pmj454k,4,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,2,4.0,6116d9f7527268b298bb3b2a,1,0,4,263,0y60vrio,0yz72be2
101,1pmj454k,5,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,2,4.0,6116d9f7527268b298bb3b2a,1,0,5,263,0y60vrio,0yz72be2
102,1pmj454k,6,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,2,4.0,6116d9f7527268b298bb3b2a,1,0,6,263,0y60vrio,0yz72be2
103,1pmj454k,7,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,2,1.0,6116d9f7527268b298bb3b2a,1,0,7,263,0y60vrio,0yz72be2
104,1pmj454k,8,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,2,1.0,6116d9f7527268b298bb3b2a,1,0,8,263,0y60vrio,0yz72be2
105,1pmj454k,9,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Defect,2,6.0,6116d9f7527268b298bb3b2a,1,0,9,263,0y60vrio,0yz72be2
106,1pmj454k,10,0.9,6.0,1.0,2.0,4.0,230,11.0,0,0,0,Cooperate,2,1.0,6116d9f7527268b298bb3b2a,1,0,10,263,0y60vrio,0yz72be2
107,1pmj454k,11,0.9,6.0,1.0,2.0,4.0,230,11.0,110,6,11,Defect,2,6.0,6116d9f7527268b298bb3b2a,1,116,11,263,0y60vrio,0yz72be2
108,1sako3zy,1,0.6,20.0,8.0,9.0,16.0,29,2.0,0,0,0,Cooperate,1,16.0,6818d4d02ff03f00b595e863,0,0,1,56,0y60vrio,hh02x4rv
109,1sako3zy,2,0.6,20.0,8.0,9.0,16.0,29,2.0,100,20,2,Defect,1,20.0,6818d4d02ff03f00b595e863,1,120,2,56,0y60vrio,hh02x4rv
110,1skspupd,1,0.85,23.0,4.0,15.0,20.0,215,5.0,0,0,0,Cooperate,1,4.0,62714a240ed387f760f6741b,1,0,1,395,0y60vrio,n4x3t4ya
111,1skspupd,2,0.85,23.0,4.0,15.0,20.0,215,5.0,0,0,0,Cooperate,1,20.0,62714a240ed387f760f6741b,1,0,2,395,0y60vrio,n4x3t4ya
112,1skspupd,3,0.85,23.0,4.0,15.0,20.0,215,5.0,0,0,0,Cooperate,1,4.0,62714a240ed387f760f6741b,1,0,3,395,0y60vrio,n4x3t4ya
113,1skspupd,4,0.85,23.0,4.0,15.0,20.0,215,5.0,0,0,0,Defect,1,23.0,62714a240ed387f760f6741b,1,0,4,395,0y60vrio,n4x3t4ya
114,1skspupd,5,0.85,23.0,4.0,15.0,20.0,215,5.0,100,23,5,Defect,1,23.0,62714a240ed387f760f6741b,1,123,5,395,0y60vrio,n4x3t4ya
115,1xlwfjpk,1,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Defect,1,11.0,66d78a01691311e47b5d56fa,0,0,1,98,0y60vrio,eznxd1ts
116,1xlwfjpk,2,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Cooperate,1,2.0,66d78a01691311e47b5d56fa,0,0,2,98,0y60vrio,eznxd1ts
117,1xlwfjpk,3,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Cooperate,1,2.0,66d78a01691311e47b5d56fa,1,0,3,98,0y60vrio,eznxd1ts
118,1xlwfjpk,4,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Defect,1,9.0,66d78a01691311e47b5d56fa,1,0,4,98,0y60vrio,eznxd1ts
119,1xlwfjpk,5,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Cooperate,1,2.0,66d78a01691311e47b5d56fa,1,0,5,98,0y60vrio,eznxd1ts
120,1xlwfjpk,6,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Defect,1,11.0,66d78a01691311e47b5d56fa,1,0,6,98,0y60vrio,eznxd1ts
121,1xlwfjpk,7,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Defect,1,11.0,66d78a01691311e47b5d56fa,1,0,7,98,0y60vrio,eznxd1ts
122,1xlwfjpk,8,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Cooperate,1,2.0,66d78a01691311e47b5d56fa,1,0,8,98,0y60vrio,eznxd1ts
123,1xlwfjpk,9,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Cooperate,1,2.0,66d78a01691311e47b5d56fa,1,0,9,98,0y60vrio,eznxd1ts
124,1xlwfjpk,10,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Cooperate,1,10.0,66d78a01691311e47b5d56fa,1,0,10,98,0y60vrio,eznxd1ts
125,1xlwfjpk,11,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Cooperate,1,2.0,66d78a01691311e47b5d56fa,1,0,11,98,0y60vrio,eznxd1ts
126,1xlwfjpk,12,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Defect,1,11.0,66d78a01691311e47b5d56fa,1,0,12,98,0y60vrio,eznxd1ts
127,1xlwfjpk,13,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Cooperate,1,2.0,66d78a01691311e47b5d56fa,1,0,13,98,0y60vrio,eznxd1ts
128,1xlwfjpk,14,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Cooperate,1,10.0,66d78a01691311e47b5d56fa,1,0,14,98,0y60vrio,eznxd1ts
129,1xlwfjpk,15,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Defect,1,11.0,66d78a01691311e47b5d56fa,1,0,15,98,0y60vrio,eznxd1ts
130,1xlwfjpk,16,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Defect,1,11.0,66d78a01691311e47b5d56fa,1,0,16,98,0y60vrio,eznxd1ts
131,1xlwfjpk,17,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Defect,1,9.0,66d78a01691311e47b5d56fa,1,0,17,98,0y60vrio,eznxd1ts
132,1xlwfjpk,18,0.95,11.0,2.0,9.0,10.0,49,19.0,0,0,0,Cooperate,1,2.0,66d78a01691311e47b5d56fa,1,0,18,98,0y60vrio,eznxd1ts
133,1xlwfjpk,19,0.95,11.0,2.0,9.0,10.0,49,19.0,190,2,19,Cooperate,1,2.0,66d78a01691311e47b5d56fa,1,192,19,98,0y60vrio,eznxd1ts
134,1ys34uhh,1,0.55,20.0,14.0,16.0,18.0,74,4.0,0,0,0,Defect,2,20.0,65a96ef16673a664102383bf,1,0,1,153,0y60vrio,ppvvzqod
135,1ys34uhh,2,0.55,20.0,14.0,16.0,18.0,74,4.0,0,0,0,Defect,2,16.0,65a96ef16673a664102383bf,1,0,2,153,0y60vrio,ppvvzqod
136,1ys34uhh,3,0.55,20.0,14.0,16.0,18.0,74,4.0,0,0,0,Cooperate,2,14.0,65a96ef16673a664102383bf,0,0,3,153,0y60vrio,ppvvzqod
137,1ys34uhh,4,0.55,20.0,14.0,16.0,18.0,74,4.0,100,14,4,Cooperate,2,14.0,65a96ef16673a664102383bf,1,114,4,153,0y60vrio,ppvvzqod
138,1ztf77g3,1,0.9,25.0,5.0,12.0,21.0,269,14.0,0,0,0,Cooperate,2,21.0,67d00e89869f56bc67682c09,1,0,1,487,0y60vrio,bq2vcotp
139,1ztf77g3,2,0.9,25.0,5.0,12.0,21.0,269,14.0,0,0,0,Cooperate,2,21.0,67d00e89869f56bc67682c09,1,0,2,487,0y60vrio,bq2vcotp
140,1ztf77g3,3,0.9,25.0,5.0,12.0,21.0,269,14.0,0,0,0,Cooperate,2,5.0,67d00e89869f56bc67682c09,1,0,3,487,0y60vrio,bq2vcotp
141,1ztf77g3,4,0.9,25.0,5.0,12.0,21.0,269,14.0,0,0,0,Defect,2,12.0,67d00e89869f56bc67682c09,1,0,4,487,0y60vrio,bq2vcotp
142,1ztf77g3,5,0.9,25.0,5.0,12.0,21.0,269,14.0,0,0,0,Defect,2,12.0,67d00e89869f56bc67682c09,1,0,5,487,0y60vrio,bq2vcotp
143,1ztf77g3,6,0.9,25.0,5.0,12.0,21.0,269,14.0,0,0,0,Cooperate,2,5.0,67d00e89869f56bc67682c09,1,0,6,487,0y60vrio,bq2vcotp
144,1ztf77g3,7,0.9,25.0,5.0,12.0,21.0,269,14.0,0,0,0,Cooperate,2,21.0,67d00e89869f56bc67682c09,1,0,7,487,0y60vrio,bq2vcotp
145,1ztf77g3,8,0.9,25.0,5.0,12.0,21.0,269,14.0,0,0,0,Cooperate,2,21.0,67d00e89869f56bc67682c09,1,0,8,487,0y60vrio,bq2vcotp
