paper,id,session,inter,c,opp_c,payoff,delta,g,l
"Proto, Rustichini, and Sofianos 2019",1813,110,20,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,21,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,22,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,23,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,24,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,25,"[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.565217391304348, 1.08695652173913]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,26,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,27,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,28,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,29,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,30,[1],[-1],[-0.565217391304348],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,31,"[-1, 1]","[1, -1]","[1.08695652173913, -0.565217391304348]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,32,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,33,[1],[-1],[-0.565217391304348],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,34,[1],[-1],[-0.565217391304348],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,35,"[-1, -1]","[1, -1]","[1.08695652173913, 0.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,36,[-1],[1],[1.08695652173913],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,37,"[-1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,38,"[1, -1, -1]","[-1, -1, -1]","[-0.565217391304348, 0.0, 0.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,39,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,40,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,41,[-1],[-1],[0.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,42,"[-1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,43,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,44,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,45,"[1, -1, 1]","[-1, 1, -1]","[-0.565217391304348, 1.08695652173913, -0.565217391304348]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,46,"[-1, 1, 1, 1]","[1, -1, 1, 1]","[1.08695652173913, -0.565217391304348, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,47,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,48,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,49,"[-1, 1, 1, -1, -1, -1]","[1, -1, -1, -1, -1, -1]","[1.08695652173913, -0.565217391304348, -0.565217391304348, 0.0, 0.0, 0.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,50,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,51,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,52,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,53,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,54,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1813,110,55,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,1,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,2,[1],[-1],[-0.565217391304348],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,3,"[1, 1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, 1]","[1.0, -0.565217391304348, 0.0, 0.0, 0.0, 1.08695652173913]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,4,"[-1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1]","[1.08695652173913, -0.565217391304348, -0.565217391304348, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.08695652173913]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,5,"[1, 1, -1]","[-1, -1, 1]","[-0.565217391304348, -0.565217391304348, 1.08695652173913]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,6,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,9,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,10,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,11,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,12,"[1, -1, -1, 1, 1]","[-1, -1, 1, 1, 1]","[-0.565217391304348, 0.0, 1.08695652173913, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,13,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,14,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,15,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,16,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,17,"[1, -1]","[-1, 1]","[-0.565217391304348, 1.08695652173913]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,18,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,19,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,20,"[1, -1, 1]","[-1, 1, 1]","[-0.565217391304348, 1.08695652173913, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,21,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,22,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,23,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,24,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,25,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,26,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,27,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,28,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,29,"[1, -1, 1, -1]","[-1, 1, -1, 1]","[-0.565217391304348, 1.08695652173913, -0.565217391304348, 1.08695652173913]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,30,[1],[-1],[-0.565217391304348],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,31,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,32,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,33,[1],[-1],[-0.565217391304348],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,34,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,35,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,36,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,37,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,38,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,39,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,40,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,41,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,42,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,43,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,44,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,45,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,46,"[1, -1, 1, 1]","[-1, 1, 1, 1]","[-0.565217391304348, 1.08695652173913, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,47,[1],[-1],[-0.565217391304348],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,48,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,49,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,50,"[1, -1, 1]","[-1, 1, 1]","[-0.565217391304348, 1.08695652173913, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,51,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,52,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,53,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,54,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1814,110,55,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,1,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,2,[1],[-1],[-0.565217391304348],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,3,"[1, -1, -1, -1, -1, 1]","[1, 1, -1, -1, -1, -1]","[1.0, 1.08695652173913, 0.0, 0.0, 0.0, -0.565217391304348]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,4,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1.08695652173913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,5,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,6,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,9,"[1, 1, 1, -1]","[1, -1, -1, -1]","[1.0, -0.565217391304348, -0.565217391304348, 0.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,10,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,11,"[-1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,12,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,13,"[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-0.565217391304348, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,14,"[1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1]","[-0.565217391304348, 1.08695652173913, 1.08695652173913, 1.08695652173913, -0.565217391304348, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,15,"[1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[-0.565217391304348, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,16,"[1, 1, 1, 1]","[-1, 1, 1, 1]","[-0.565217391304348, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,17,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,18,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,19,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,20,"[1, 1, 1]","[-1, -1, -1]","[-0.565217391304348, -0.565217391304348, -0.565217391304348]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,21,[1],[-1],[-0.565217391304348],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,22,[1],[-1],[-0.565217391304348],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,23,"[1, -1, -1, -1, -1, -1]","[-1, -1, -1, -1, -1, -1]","[-0.565217391304348, 0.0, 0.0, 0.0, 0.0, 0.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,24,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,25,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,26,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,27,"[1, 1]","[1, 1]","[1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,28,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,29,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,30,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,31,"[1, 1]","[-1, -1]","[-0.565217391304348, -0.565217391304348]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,32,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[0.0, 0.0, 0.0, 0.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,33,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,34,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,35,"[1, -1]","[-1, -1]","[-0.565217391304348, 0.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,36,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,37,"[1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,38,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,39,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,40,"[1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-0.565217391304348, 1.08695652173913, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,41,[1],[1],[1.0],0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,42,"[1, -1, 1, 1, 1, 1, 1]","[-1, 1, -1, 1, 1, 1, 1]","[-0.565217391304348, 1.08695652173913, -0.565217391304348, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,43,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,44,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,45,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
"Proto, Rustichini, and Sofianos 2019",1815,110,46,"[1, 1, 1, 1]","[-1, 1, 1, 1]","[-0.565217391304348, 1.0, 1.0, 1.0]",0.75,0.0869565217391303,0.565217391304348
