paper,id,session,inter,c,opp_c,payoff,delta,g,l
Aoyagi and Frechette 2009,1661,100,1,"[-1, -1, -1, -1]","[-1, 1, -1, 1]","[0.0, 1.33333333, 0.0, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1661,100,2,"[1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1.0, 1.0, 1.0, -0.11111111, 1.33333333, 1.33333333, 0.0, 1.33333333, 1.33333333, 1.33333333, 1.33333333, 1.33333333, 1.33333333, 1.33333333, 0.0, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1661,100,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1661,100,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1661,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1661,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1661,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1661,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1662,100,1,"[-1, -1, 1, -1]","[1, -1, -1, 1]","[1.33333333, 0.0, -0.11111111, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1662,100,2,"[-1, -1, 1, 1, 1, -1, -1, -1, -1, -1, 1, 1, 1, -1, 1, 1]","[1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, 1, 1]","[1.33333333, 0.0, -0.11111111, -0.11111111, -0.11111111, 0.0, 0.0, 0.0, 0.0, 1.33333333, 1.0, 1.0, -0.11111111, 0.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1662,100,3,"[1, 1, 1]","[1, 1, -1]","[1.0, 1.0, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1662,100,4,"[1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[-0.11111111, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1662,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1662,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1662,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1662,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1663,100,1,"[1, 1, -1, -1]","[-1, -1, -1, -1]","[-0.11111111, -0.11111111, 0.0, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1663,100,2,"[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1, -1, -1, -1]","[1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, 1]","[1.33333333, 0.0, 1.33333333, 0.0, 0.0, 0.0, 0.0, 0.0, -0.11111111, 0.0, 0.0, 1.33333333, -0.11111111, 0.0, 0.0, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1663,100,3,"[-1, 1, 1]","[1, 1, 1]","[1.33333333, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1663,100,4,"[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.33333333, -0.11111111, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1663,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1663,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1663,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1663,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.33333333, 0.0, 0.0, 0.0, -0.11111111, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1664,100,1,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1664,100,2,"[1, 1, 1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, -1, -1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, -0.11111111, -0.11111111, 0.0, 1.33333333, 1.33333333, -0.11111111, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1664,100,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1664,100,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1664,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1664,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1664,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1664,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, -1, -1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.11111111, 0.0, 1.33333333, 0.0, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1665,100,1,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1665,100,2,"[1, 1, 1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1.0, 1.0, 1.0, 1.33333333, -0.11111111, -0.11111111, 0.0, -0.11111111, -0.11111111, -0.11111111, -0.11111111, -0.11111111, -0.11111111, -0.11111111, 0.0, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1665,100,3,"[1, 1, 1]","[-1, 1, 1]","[-0.11111111, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1665,100,4,"[1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1]","[1, 1, 1, 1, 1, 1, -1, -1, -1, 1, 1, 1, 1, 1, 1, -1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.33333333, -0.11111111, -0.11111111, -0.11111111, 1.0, 1.0, 1.0, 1.0, 1.0, 1.33333333, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1665,100,5,"[1, 1, 1, -1, 1]","[1, 1, 1, 1, -1]","[1.0, 1.0, 1.0, 1.33333333, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1665,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1665,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1665,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1666,100,1,"[-1, -1, -1, -1]","[1, 1, -1, -1]","[1.33333333, 1.33333333, 0.0, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1666,100,2,"[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, -1, -1, 1, -1, -1, -1, -1, -1, -1, 1, -1, 1, -1, -1]","[1.33333333, 1.33333333, 0.0, 0.0, 1.33333333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.33333333, 0.0, 1.33333333, 0.0, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1666,100,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1666,100,4,"[1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1, 1, 1, 1, -1, -1, 1, 1, -1, 1, -1, -1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, -0.11111111, 0.0, 1.33333333, 1.33333333, 0.0, 1.33333333, 0.0, 0.0, 1.33333333, 1.33333333, 1.33333333, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1666,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1666,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1666,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1666,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1667,100,1,"[-1, -1, -1, 1]","[1, -1, -1, 1]","[1.33333333, 0.0, 0.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1667,100,2,"[-1, 1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1, -1, 1, -1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1.33333333, -0.11111111, 1.33333333, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.33333333, -0.11111111, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1667,100,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1667,100,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1667,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1667,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1667,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1667,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1668,100,1,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1668,100,2,"[1, 1, -1, -1, 1, 1, 1, 1, -1, -1, -1, 1, 1, 1, 1, -1]","[1, -1, -1, -1, 1, 1, 1, -1, -1, 1, 1, 1, -1, -1, -1, 1]","[1.0, -0.11111111, 0.0, 0.0, 1.0, 1.0, 1.0, -0.11111111, 0.0, 1.33333333, 1.33333333, 1.0, -0.11111111, -0.11111111, -0.11111111, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1668,100,3,"[1, 1, -1]","[-1, -1, -1]","[-0.11111111, -0.11111111, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1668,100,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1668,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1668,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1668,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1668,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1669,100,1,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1669,100,2,"[1, -1, 1, -1, -1, 1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[-1, 1, -1, -1, -1, 1, 1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[-0.11111111, 1.33333333, -0.11111111, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, -0.11111111, 1.33333333, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1669,100,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1669,100,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1669,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1669,100,6,"[1, 1, 1, -1, -1, 1]","[1, 1, -1, 1, 1, 1]","[1.0, 1.0, -0.11111111, 1.33333333, 1.33333333, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1669,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1669,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, -1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.11111111, 0.0, 0.0, 0.0, 1.33333333, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1670,100,1,"[1, -1, 1, 1]","[1, 1, 1, -1]","[1.0, 1.33333333, 1.0, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1670,100,2,"[1, -1, -1, -1, 1, 1, 1, -1, -1, 1, 1, 1, -1, -1, -1, 1]","[1, 1, -1, -1, 1, 1, 1, 1, -1, -1, -1, 1, 1, 1, 1, -1]","[1.0, 1.33333333, 0.0, 0.0, 1.0, 1.0, 1.0, 1.33333333, 0.0, -0.11111111, -0.11111111, 1.0, 1.33333333, 1.33333333, 1.33333333, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1670,100,3,"[1, 1, 1]","[1, 1, 1]","[1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1670,100,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, -0.11111111, 0.0, 1.33333333, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1670,100,5,"[1, 1, 1, -1, -1]","[1, -1, -1, -1, 1]","[1.0, -0.11111111, -0.11111111, 0.0, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1670,100,6,"[1, 1, -1, 1, 1, 1]","[1, 1, 1, -1, -1, 1]","[1.0, 1.0, 1.33333333, -0.11111111, -0.11111111, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1670,100,7,"[1, -1]","[-1, -1]","[-0.11111111, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1670,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, -1, -1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.33333333, 0.0, -0.11111111, 0.0, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1671,100,1,"[1, 1, -1, -1]","[1, 1, 1, 1]","[1.0, 1.0, 1.33333333, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1671,100,2,"[1, -1, -1, -1, 1, 1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, -1, -1, -1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.33333333, 1.33333333, 0.0, -0.11111111, -0.11111111, 1.33333333, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1671,100,3,"[-1, 1, 1]","[1, -1, 1]","[1.33333333, -0.11111111, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1671,100,4,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, -1, -1, -1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.33333333, 0.0, -0.11111111, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1671,100,5,"[1, 1, 1, 1, 1]","[-1, 1, 1, 1, 1]","[-0.11111111, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1671,100,6,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1671,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1671,100,8,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1672,100,1,"[1, -1, 1, -1]","[1, 1, 1, 1]","[1.0, 1.33333333, 1.0, 1.33333333]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1672,100,2,"[1, 1, 1, -1, -1, 1, 1, 1, -1, -1, 1, 1, -1, 1, -1, -1]","[1, -1, 1, 1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1.0, -0.11111111, 1.0, 1.33333333, 0.0, 1.0, -0.11111111, -0.11111111, 0.0, 0.0, -0.11111111, -0.11111111, 0.0, -0.11111111, 0.0, 0.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1672,100,3,"[-1, -1, 1]","[-1, 1, -1]","[0.0, 1.33333333, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1672,100,4,"[1, 1, 1, 1, -1, -1, 1, 1, -1, 1, -1, -1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]","[1.0, 1.0, 1.0, 1.0, 1.33333333, 0.0, -0.11111111, -0.11111111, 0.0, -0.11111111, 0.0, 0.0, -0.11111111, -0.11111111, -0.11111111, -0.11111111]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1672,100,5,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1.0, 1.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1672,100,6,"[-1, -1, -1, 1, 1, 1]","[1, -1, -1, 1, 1, 1]","[1.33333333, 0.0, 0.0, 1.0, 1.0, 1.0]",0.9,0.33333333,0.11111111
Aoyagi and Frechette 2009,1672,100,7,"[1, 1]","[1, 1]","[1.0, 1.0]",0.9,0.33333333,0.11111111
